"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:2176561","Zfp287","ENSMUSG00000005267","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99177","Zfp3","ENSMUSG00000043602","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103172","Zfp354a","ENSMUSG00000020364","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351476","Zfp354b","ENSMUSG00000020335","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1353621","Zfp354c","ENSMUSG00000044807","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3608347","Zfp385c","ENSMUSG00000014198","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99183","Zfp39","ENSMUSG00000037001","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2679253","Zfp454","ENSMUSG00000048728","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3650906","Zfp616","ENSMUSG00000069476","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99662","Zfp62","ENSMUSG00000046311","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442221","Zfp652","ENSMUSG00000075595","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442105","Zfp672","ENSMUSG00000049755","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2144276","Zfp692","ENSMUSG00000037243","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1923640","Zfp735","ENSMUSG00000060630","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442210","Zfp750","ENSMUSG00000039238","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914233","Zfp830","ENSMUSG00000046010","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681848","Zfp867","ENSMUSG00000054519","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3053099","Zfp879","ENSMUSG00000044296","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2679270","Zkscan17","ENSMUSG00000020472","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1289293","Zkscan6","ENSMUSG00000018347","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914428","Zmat5","ENSMUSG00000009076","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106374","Zmiz2","ENSMUSG00000041164","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3603821","Zmynd15","ENSMUSG00000040829","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3051596","Znhit3","ENSMUSG00000020526","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3039616","Znrf3","ENSMUSG00000041961","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1855701","Zpbp","ENSMUSG00000020193","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916626","Zpbp2","ENSMUSG00000017195","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98885","Zrsr1","ENSMUSG00000044068","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916997","Zswim7","ENSMUSG00000014243","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444286","Zzef1","ENSMUSG00000055670","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915571","0610007P14Rik","ENSMUSG00000021252","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913305","0610009D07Rik","ENSMUSG00000037361","protein coding gene","protein-coding|protein_coding"
"MGI:1915821","1110002L01Rik","ENSMUSG00000071456","protein coding gene","KNOWN_protein_coding|miscRNA|protein_coding"
"MGI:1913382","1110008L16Rik","ENSMUSG00000021023","protein coding gene","protein-coding|protein_coding"
"MGI:1916082","1110057K04Rik","ENSMUSG00000037669","protein coding gene","protein-coding|protein_coding"
"MGI:1913573","1700001K19Rik","ENSMUSG00000056508","protein coding gene","protein-coding|protein_coding"
"MGI:1916673","1700019M22Rik","ENSMUSG00000059695","protein coding gene","protein-coding|protein_coding"
"MGI:3714351","1700047I17Rik2","ENSMUSG00000094103","protein coding gene","protein-coding|protein_coding"
"MGI:1917507","2010107E04Rik","ENSMUSG00000021290","protein coding gene","protein-coding|protein_coding"
"MGI:1919185","2310044G17Rik","ENSMUSG00000034157","protein coding gene","protein-coding|protein_coding"
"MGI:1920917","2410004P03Rik","ENSMUSG00000071398","protein coding gene","protein-coding|protein_coding"
"MGI:1919202","2410016O06Rik","ENSMUSG00000046791","protein coding gene","protein-coding|protein_coding"
"MGI:1924217","2700049A03Rik","ENSMUSG00000034601","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919868","2700073G19Rik","ENSMUSG00000021041","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919908","2700097O09Rik","ENSMUSG00000062198","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914543","3110039M20Rik","ENSMUSG00000089922","protein coding gene","miscRNA|NOVEL_protein_coding|protein_coding"
"MGI:1918096","4921506M07Rik","ENSMUSG00000046782","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1921178","4930408O17Rik","ENSMUSG00000021101","protein coding gene","protein_coding"
"MGI:2144738","4930427A07Rik","ENSMUSG00000037466","protein coding gene","protein-coding|protein_coding"
"MGI:1923051","4930447C04Rik","ENSMUSG00000021098","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1925312","4930595D18Rik","ENSMUSG00000083193","protein coding gene","KNOWN_protein_coding|protein_coding"
"MGI:2444661","4933426M11Rik","ENSMUSG00000021133","protein coding gene","protein-coding|protein_coding"
"MGI:1917882","5730507C01Rik","ENSMUSG00000073197","protein coding gene","protein-coding|protein_coding"
"MGI:2444813","9030617O03Rik","ENSMUSG00000021185","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914058","9030624G23Rik","ENSMUSG00000073158","protein coding gene","protein-coding|protein_coding"
"MGI:2685744","A230065H16Rik","ENSMUSG00000087075","protein coding gene","protein-coding|protein_coding"
"MGI:2443020","A530016L24Rik","ENSMUSG00000043122","protein coding gene","protein-coding|protein_coding"
"MGI:1924956","Abcb5","ENSMUSG00000072791","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349217","Abcd4","ENSMUSG00000021240","protein coding gene","protein-coding|protein_coding"
"MGI:2685650","Abhd12b","ENSMUSG00000090121","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349396","Acot1","ENSMUSG00000072949","protein coding gene","protein-coding|protein_coding"
"MGI:2159605","Acot2","ENSMUSG00000021226","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159619","Acot3","ENSMUSG00000021228","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159621","Acot4","ENSMUSG00000052392","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2384969","Acot5","ENSMUSG00000042540","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921287","Acot6","ENSMUSG00000043487","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:87881","Acp1","ENSMUSG00000044573","protein coding gene","protein-coding|protein_coding"
"MGI:2137706","Actn1","ENSMUSG00000015143","protein coding gene","protein-coding|protein_coding"
"MGI:1891654","Actr10","ENSMUSG00000021076","protein coding gene","protein-coding|protein_coding"
"MGI:1913454","Acyp1","ENSMUSG00000008822","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1096335","Adam17","ENSMUSG00000052593","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1861229","Adam21","ENSMUSG00000008438","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104731","Adam4","ENSMUSG00000072972","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2676316","Adam6a","ENSMUSG00000043945","protein coding gene","protein-coding|protein_coding"
"MGI:2444636","Adam6b","ENSMUSG00000051804","protein coding gene","protein-coding|protein_coding"
"MGI:1919363","Adck1","ENSMUSG00000021044","protein coding gene","protein-coding|protein_coding"
"MGI:99675","Adcy3","ENSMUSG00000020654","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2144929","Adi1","ENSMUSG00000020629","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:87947","Adssl1","ENSMUSG00000011148","protein coding gene","protein-coding|protein_coding"
"MGI:2442495","Agmo","ENSMUSG00000050103","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1344405","Agr2","ENSMUSG00000020581","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685734","Agr3","ENSMUSG00000036231","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2144831","Ahnak2","ENSMUSG00000072812","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:105043","Ahr","ENSMUSG00000019256","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2387603","Ahsa1","ENSMUSG00000021037","protein coding gene","protein-coding|protein_coding"
"MGI:4845848","AK010878","ENSMUSG00000091931","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1926051","Ak7","ENSMUSG00000041323","protein coding gene","protein-coding|protein_coding"
"MGI:2685104","Akap5","ENSMUSG00000021057","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3050566","Akap6","ENSMUSG00000061603","protein coding gene","protein-coding|protein_coding"
"MGI:87986","Akt1","ENSMUSG00000001729","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915077","Aldh6a1","ENSMUSG00000021238","protein coding gene","protein-coding|protein_coding"
"MGI:1931052","Aldoart2","ENSMUSG00000063129","protein coding gene","protein-coding|protein_coding"
"MGI:2384034","Alkbh1","ENSMUSG00000079036","protein coding gene|protein coding gene","KNOWN_protein_coding|NOVEL_sense_overlapping|protein-coding|protein_coding|sense_overlapping"
"MGI:2384034","Alkbh1","ENSMUSG00000093396","protein coding gene|protein coding gene","KNOWN_protein_coding|NOVEL_sense_overlapping|protein-coding|protein_coding|sense_overlapping"
"MGI:2136971","Allc","ENSMUSG00000020636","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1934943","Amn","ENSMUSG00000021278","protein coding gene","protein-coding|protein_coding"
"MGI:1915987","Angel1","ENSMUSG00000021257","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2144755","Ankmy2","ENSMUSG00000036188","protein coding gene","protein-coding|protein_coding"
"MGI:1921501","Ankrd9","ENSMUSG00000037904","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1337065","Ap4s1","ENSMUSG00000020955","protein coding gene","protein-coding|protein_coding"
"MGI:88052","Apob","ENSMUSG00000020609","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915270","Apopt1","ENSMUSG00000037787","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915747","Arel1","ENSMUSG00000042350","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99435","Arf6","ENSMUSG00000044147","protein coding gene","protein-coding|protein_coding"
"MGI:1330806","Arg2","ENSMUSG00000021125","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1332637","Arhgap5","ENSMUSG00000035133","protein coding gene","protein-coding|protein_coding"
"MGI:2444354","Arid4a","ENSMUSG00000048118","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:99437","Arl4a","ENSMUSG00000047446","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685438","Asap2","ENSMUSG00000052632","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1929743","Asb2","ENSMUSG00000021200","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2144822","Aspg","ENSMUSG00000037686","protein coding gene","protein-coding|protein_coding"
"MGI:1922552","Asxl2","ENSMUSG00000037486","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444798","Atad2b","ENSMUSG00000052812","protein coding gene","protein-coding|protein_coding"
"MGI:1923809","Atg2b","ENSMUSG00000041341","protein coding gene","protein-coding|protein_coding"
"MGI:1921241","Atl1","ENSMUSG00000021066","protein coding gene","protein-coding|protein_coding"
"MGI:1915305","Atp5s","ENSMUSG00000054894","protein coding gene","protein-coding|protein_coding"
"MGI:1916025","Atp6v1c2","ENSMUSG00000020566","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921084","Atp6v1d","ENSMUSG00000021114","protein coding gene","protein-coding|protein_coding"
"MGI:1099442","Atxn3","ENSMUSG00000021189","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3584458","Atxn7l1","ENSMUSG00000020564","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3642832","B430203G13Rik","ENSMUSG00000067356","protein coding gene","protein_coding"
"MGI:1917619","Bag5","ENSMUSG00000049792","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1859147","Batf","ENSMUSG00000034266","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1309478","Baz1a","ENSMUSG00000035021","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3034635","BB287469","ENSMUSG00000079031","protein coding gene","protein-coding|protein_coding"
"MGI:2443738","BC022687","ENSMUSG00000037594","protein coding gene","protein-coding|protein_coding"
"MGI:2675860","BC048943","ENSMUSG00000091402","protein coding gene","protein-coding|protein_coding"
"MGI:3040699","BC068281","ENSMUSG00000051721","protein coding gene","protein-coding|protein_coding"
"MGI:101917","Bcap29","ENSMUSG00000020650","protein coding gene","protein-coding|protein_coding"
"MGI:1929913","Bcl11b","ENSMUSG00000048251","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88144","Bdkrb1","ENSMUSG00000041347","protein coding gene","protein-coding|protein_coding"
"MGI:102845","Bdkrb2","ENSMUSG00000021070","protein coding gene","protein-coding|protein_coding"
"MGI:3044626","Begain","ENSMUSG00000040867","protein coding gene","protein-coding|protein_coding"
"MGI:1919558","Brf1","ENSMUSG00000011158","protein coding gene","protein-coding|protein_coding"
"MGI:1196337","Brms1l","ENSMUSG00000012076","protein coding gene","protein-coding|protein_coding"
"MGI:3026623","Btbd6","ENSMUSG00000002803","protein coding gene","protein-coding|protein_coding"
"MGI:1917858","Btbd7","ENSMUSG00000041702","protein coding gene","protein-coding|protein_coding"
"MGI:1914162","Bzw2","ENSMUSG00000020547","protein coding gene","protein-coding|protein_coding"
"MGI:88251","Calm1","ENSMUSG00000001175","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443988","Catsperb","ENSMUSG00000047014","protein coding gene","protein-coding|protein_coding"
"MGI:2144842","Cbll1","ENSMUSG00000020659","protein coding gene","protein-coding|protein_coding"
"MGI:1921186","Ccdc175","ENSMUSG00000021086","protein coding gene","protein-coding|protein_coding"
"MGI:1920123","Ccdc176","ENSMUSG00000057265","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2686414","Ccdc177","ENSMUSG00000062961","protein coding gene","protein-coding|protein_coding"
"MGI:1919373","Ccdc71l","ENSMUSG00000090946","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:3644008","Ccdc85c","ENSMUSG00000084883","protein coding gene","protein-coding|protein_coding"
"MGI:1915589","Ccdc88c","ENSMUSG00000021182","protein coding gene","protein-coding|protein_coding"
"MGI:1276106","Ccnk","ENSMUSG00000021258","protein coding gene","protein-coding|protein_coding"
"MGI:2136459","Cdc42bpb","ENSMUSG00000021279","protein coding gene","protein-coding|protein_coding"
"MGI:1919213","Cdca4","ENSMUSG00000047832","protein coding gene","protein-coding|protein_coding"
"MGI:2384982","Cdca7l","ENSMUSG00000021175","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916014","Cdhr3","ENSMUSG00000035860","protein coding gene","protein-coding|protein_coding"
"MGI:1918341","Cdkl1","ENSMUSG00000020990","protein coding gene","protein-coding|protein_coding"
